GK,work_rate_att,special,overall,potential,pac,sho,pas,dri,def,phy,international_reputation,skill_moves,crossing,finishing,heading_accuracy,short_passing,volleys,dribbling,curve,free_kick_accuracy,long_passing,ball_control,acceleration,sprint_speed,agility,reactions,balance,shot_power,jumping,stamina,strength,long_shots,aggression,interceptions,positioning,vision,penalties,composure,marking,standing_tackle,sliding_tackle,gk_diving,gk_handling,gk_reflexes,Attack,Mid,Def,gk,eur_value
0,2,1779,67,72,87,59,60,69,41,70,1,3,61,60,59,64,70,69,54,66,57,67,87,87,81,58,69,59,55,69,72,54,68,33,62,56,59,59,42,41,38,14,9,11,65.125,62.625,53.4,0,10
0,2,1726,67,67,72,56,68,72,32,58,1,3,73,45,55,66,47,71,77,75,76,72,78,67,81,59,77,72,56,62,61,61,44,44,67,58,67,62,31,22,22,9,8,7,64.125,65.125,49.3,0,4.75
0,2,1678,67,75,78,63,62,70,30,63,1,3,66,64,42,65,43,71,65,51,52,68,79,78,77,56,65,66,42,83,58,65,55,33,62,63,64,65,23,33,28,12,14,12,65.125,64.375,48.5,0,11
0,1,1560,67,67,38,47,57,44,65,77,1,2,61,45,65,61,34,36,31,43,60,55,40,36,40,56,55,53,78,75,81,54,71,58,28,56,50,66,68,67,64,7,10,7,47.75,51.875,62.5,0,6
0,2,1868,67,67,79,55,65,70,50,77,1,2,68,44,40,65,64,68,71,61,63,72,75,83,81,69,64,65,90,82,81,65,59,54,63,65,56,69,46,52,55,6,9,14,64.375,66.5,61.6,0,6.5
0,2,1559,67,70,52,69,44,57,30,72,1,2,32,69,79,57,70,54,43,38,35,61,53,52,54,64,55,76,76,48,83,65,73,25,65,41,58,62,20,29,22,14,10,10,61.25,53,42.9,0,9.75
1,2,1081,67,70,67,63,66,70,44,66,1,1,11,16,14,29,13,13,20,14,39,17,42,46,50,62,52,15,58,31,52,12,24,18,16,21,23,35,14,14,13,67,63,70,0,0,0,67,6.75
1,2,1144,67,72,70,68,61,67,54,58,1,1,12,19,13,36,14,15,11,12,22,11,52,56,69,67,47,25,57,45,64,16,23,16,20,31,23,29,16,13,15,70,68,67,0,0,0,67,7.25
0,2,1641,67,75,72,54,62,72,39,48,1,3,61,57,39,68,54,72,60,49,56,71,75,69,80,61,74,48,64,53,48,53,40,41,61,62,53,47,34,41,40,14,11,10,62.625,63.875,50.5,0,11
1,2,1018,67,75,69,63,65,69,44,66,1,1,12,19,17,22,10,16,14,10,18,20,42,45,39,65,41,24,38,32,28,17,19,23,18,34,23,23,15,15,10,69,63,69,0,0,0,67,8.5
0,1,1540,67,67,62,35,45,48,66,73,1,2,41,32,63,49,32,41,34,16,47,51,55,68,64,65,57,53,82,61,79,21,69,61,31,51,50,67,67,69,65,10,16,16,46.75,48.375,61.4,0,5.75
0,2,1680,67,67,88,59,59,70,26,57,1,2,64,57,41,62,49,68,64,50,58,69,90,87,84,52,83,65,76,82,42,59,58,23,55,51,58,49,28,23,21,15,16,7,62.625,61.5,45.2,0,8.25
0,2,1790,67,67,61,57,63,67,58,65,1,2,53,52,56,70,52,65,69,48,64,70,54,66,65,71,72,64,68,70,62,62,67,64,57,64,54,70,56,61,49,12,9,16,62.25,64.875,62.4,0,5.75
0,2,1938,67,70,77,62,66,65,63,73,1,3,66,61,49,66,69,62,64,70,64,64,76,77,76,72,70,70,71,82,65,58,81,50,62,66,53,65,67,69,71,14,16,9,64.875,65.5,66.3,0,8
0,3,1654,67,70,77,39,56,64,62,67,1,2,65,37,47,62,36,63,37,39,58,66,75,78,65,62,70,50,70,70,64,28,72,63,45,43,46,59,63,65,67,14,6,15,55,57.625,64.2,0,8
0,2,1417,67,69,56,26,39,37,67,70,1,2,29,24,70,49,23,28,29,30,42,37,54,58,59,60,60,32,71,60,77,23,67,79,29,35,35,30,63,64,60,15,13,15,39.125,41.125,59.8,0,7.75
0,2,1676,67,67,78,64,65,67,21,56,1,2,74,62,56,63,66,66,64,62,58,65,77,79,75,62,79,65,57,63,60,66,35,13,64,65,62,58,17,18,20,14,13,15,65.125,62.875,42,0,7.5
0,1,1602,67,70,67,39,49,47,68,67,1,2,34,35,65,63,31,35,38,30,61,56,66,68,65,53,67,44,81,75,62,41,64,61,61,37,37,60,73,68,71,14,13,9,50.5,52.75,63.3,0,8.25
0,2,1915,67,67,75,61,70,68,59,75,1,2,75,55,61,72,48,68,79,77,65,71,74,76,65,59,68,74,70,81,74,67,73,57,59,63,61,65,58,58,63,7,9,11,65.875,66.5,65,0,5.5
0,2,1707,67,70,58,51,59,59,66,68,1,2,49,49,61,68,48,55,54,49,67,64,60,57,56,68,61,62,52,65,69,46,72,67,47,50,50,63,69,66,64,11,14,12,56.75,59.125,65,0,8
0,2,1666,67,67,60,46,58,55,67,67,1,2,58,40,69,65,44,56,53,56,54,51,64,56,59,60,55,59,62,58,76,47,57,59,48,49,47,61,71,68,66,12,15,8,54.375,55,62.7,0,6.75
0,2,1680,67,67,67,36,57,58,66,72,1,2,61,32,62,59,41,57,62,57,56,57,66,68,64,62,63,43,71,84,72,33,58,63,49,48,45,54,67,69,67,6,11,6,53.125,56.125,64.6,0,6.25
1,2,1088,67,68,68,66,61,68,42,65,1,1,13,11,13,32,19,11,14,17,24,25,46,38,44,62,42,34,63,38,64,11,22,17,13,40,13,51,12,12,10,68,66,68,0,0,0,67,6
0,2,1649,67,73,74,57,62,67,24,62,1,3,65,61,58,63,46,67,56,43,57,66,72,75,70,67,71,58,84,65,59,49,59,32,71,67,44,56,18,15,21,12,16,11,65.25,63.375,45.3,0,10
0,2,1600,67,67,50,49,54,53,65,76,1,2,47,49,67,63,50,48,39,32,62,60,51,50,56,57,44,55,64,66,82,48,74,64,48,50,37,50,64,65,63,10,7,6,53.5,55.5,62.8,0,4.5
0,2,1673,67,67,67,45,49,61,68,58,1,2,57,40,67,43,44,64,72,62,30,56,63,71,53,71,61,50,77,50,55,50,73,69,42,56,46,72,63,70,72,8,9,10,54.25,53.125,62.4,0,3
0,2,1754,67,67,78,55,58,68,55,68,1,3,42,52,69,63,54,71,55,50,64,68,76,80,58,75,45,55,69,63,75,60,58,51,73,62,41,64,55,51,60,8,16,9,66.125,65.25,60.8,0,8.25
0,2,1668,67,77,83,50,47,68,61,59,1,2,62,41,43,54,41,66,45,29,38,66,81,84,75,71,82,72,60,65,56,54,61,69,58,32,30,59,60,62,65,9,5,10,60.125,57.25,62.4,0,11
0,1,1841,67,67,47,62,69,65,61,70,2,2,70,58,66,73,59,62,64,66,72,74,42,51,67,48,63,70,72,77,69,65,63,65,48,63,70,71,54,65,61,16,8,15,60.25,63.875,64.1,0,5.75
0,2,1480,67,72,75,32,39,50,66,76,1,2,25,34,66,55,25,46,25,25,44,52,71,78,60,51,50,34,83,71,82,25,65,62,29,29,38,45,67,68,65,6,10,13,46,46.875,61.3,0,8.75
0,3,1768,67,67,80,59,63,70,44,63,1,3,61,59,41,63,56,68,58,58,63,67,83,77,83,71,79,61,60,79,64,58,41,55,65,65,52,61,42,41,40,11,12,15,65.125,66.125,55.7,0,7.75
0,2,1773,67,69,73,61,60,68,63,65,1,2,66,57,58,67,40,69,38,34,61,65,71,75,71,63,73,68,59,73,63,69,63,66,65,54,45,59,64,63,56,12,6,13,64.875,64.5,64.3,0,9.25
0,2,1642,67,67,69,33,59,64,64,69,1,2,67,31,62,62,18,67,45,59,60,58,66,71,62,63,69,46,82,82,63,27,63,59,43,46,21,65,65,66,65,10,14,9,53,57.375,64.3,0,5.5
0,2,1727,67,78,82,57,66,67,44,59,1,3,72,55,58,71,55,67,42,40,67,61,84,81,78,60,89,67,60,60,57,52,62,45,57,62,50,51,41,39,47,12,13,5,63.75,63.375,55,0,13
0,2,1674,67,67,61,69,52,62,30,71,1,3,48,73,57,48,63,61,66,61,64,64,56,65,61,63,70,75,76,55,76,54,76,39,73,46,68,68,24,23,19,9,7,10,63,57.5,45.2,0,6
0,2,1786,67,68,72,58,65,70,49,65,1,3,53,56,54,72,40,66,55,58,68,74,75,69,81,65,75,64,74,71,63,61,60,54,60,65,60,69,43,50,50,11,11,12,64.875,66.375,59.1,0,9
0,1,1475,67,67,31,39,51,41,67,67,1,2,53,27,74,58,27,35,46,23,51,48,30,32,31,60,52,62,59,44,77,39,71,66,48,46,63,74,70,64,63,9,9,10,45.625,47.25,60.2,0,1
0,2,1610,67,68,82,65,52,68,24,57,1,2,22,65,60,66,59,66,53,50,60,68,84,80,77,60,74,70,76,66,61,64,29,31,63,53,62,63,12,20,23,7,7,6,65.25,62,42.9,0,9
0,2,1723,67,77,74,58,65,73,35,57,1,3,66,50,53,70,56,73,68,71,60,73,72,76,75,60,73,70,56,70,58,65,40,38,65,59,58,60,24,38,38,8,6,15,65.125,65.5,50.9,0,12
0,3,1614,67,79,72,38,52,62,66,61,1,2,62,29,50,58,45,60,37,36,49,62,73,72,65,61,67,43,63,70,56,45,63,65,53,40,43,64,62,72,74,7,5,9,53.625,55.75,64.2,0,12
0,2,1671,67,75,90,50,59,70,34,60,1,4,58,47,48,62,53,71,60,50,50,66,89,91,78,61,83,64,60,74,60,41,40,25,58,64,54,62,38,29,43,10,6,15,62.75,61.875,49.5,0,11
0,3,1599,67,74,66,36,55,61,64,76,1,2,67,30,70,65,28,63,36,25,47,61,67,66,56,68,48,49,66,78,79,39,68,59,49,44,30,58,60,69,63,6,7,14,55.5,57,65.1,0,9
0,3,1693,67,75,81,40,56,65,64,64,1,2,62,37,57,60,29,65,53,45,46,62,82,80,74,64,72,51,74,71,59,35,64,65,48,53,44,61,66,63,67,9,10,13,56.625,58.375,64.2,0,9.5
0,2,1759,67,67,64,56,57,56,67,78,1,2,53,54,63,64,55,54,49,51,63,56,58,68,57,64,56,64,71,82,80,55,70,67,44,50,49,64,67,69,65,7,14,15,56.75,58,66.2,0,6
0,3,1759,67,73,87,48,60,66,60,65,1,2,66,48,58,59,31,63,46,42,64,65,90,85,78,66,68,45,71,78,58,52,63,59,58,62,46,45,54,65,62,13,11,6,61.625,63.75,63.3,0,8.75
0,3,1747,67,73,70,65,68,66,40,63,1,4,63,63,49,70,62,66,66,70,65,69,72,69,63,65,61,67,44,60,63,68,71,26,68,70,68,49,42,44,38,6,7,6,66.25,66.25,52.6,0,11
0,2,1850,67,67,50,66,66,67,60,71,1,2,60,65,44,70,42,65,65,66,66,68,64,39,75,65,73,71,73,91,65,70,59,63,57,65,63,60,62,62,60,16,11,7,62.875,65.75,63.7,0,5.25
0,2,1790,67,67,59,58,65,58,63,69,1,3,61,59,56,69,63,51,55,54,66,62,56,62,70,68,68,62,69,55,73,52,74,75,53,65,49,65,55,68,54,10,16,11,60,61.5,64.1,0,5.25
0,2,1538,67,67,52,36,47,55,66,74,1,2,30,23,65,64,19,51,26,46,54,62,44,58,53,56,56,61,74,68,80,44,64,62,21,35,61,67,68,67,66,8,16,14,46.5,49.875,62.3,0,6.25
0,2,1837,67,70,79,50,60,68,64,70,1,3,63,43,50,62,49,67,60,60,57,68,78,79,77,67,69,62,69,72,66,52,79,68,63,58,50,65,65,66,65,7,14,8,62.125,63.5,66.4,0,8
0,2,1385,67,72,55,27,31,43,68,71,1,2,27,25,63,36,29,29,25,27,30,58,55,55,46,69,55,35,74,64,74,23,69,63,21,31,38,58,71,72,66,16,9,10,40.5,41,59.9,0,8.75
0,3,1957,67,77,79,67,68,72,60,65,1,2,68,64,59,66,61,73,67,75,70,68,76,82,80,65,70,79,79,79,59,68,60,61,57,70,63,68,56,63,58,9,11,16,67.5,68.25,64.7,0,11
0,2,1811,67,67,46,64,71,68,46,58,1,3,68,64,57,71,64,65,77,72,69,71,53,40,72,61,83,64,73,39,63,62,64,56,55,74,78,65,23,55,54,9,16,13,62.5,64.875,55.6,0,2.6
0,3,1594,67,67,85,60,57,72,17,57,1,4,64,55,20,51,27,74,58,59,57,68,87,84,79,66,75,70,52,59,64,69,36,28,65,62,57,61,12,15,17,7,14,16,64.625,62.625,40.4,0,7.75
0,1,1469,67,68,46,38,44,48,65,74,1,2,32,31,68,57,38,44,30,31,51,54,45,46,42,61,56,59,69,64,82,38,70,62,20,35,39,62,66,66,62,8,9,9,44.875,46.5,60.6,0,7.5
0,2,1631,67,74,54,35,56,60,66,71,1,2,44,19,65,67,23,60,51,41,60,64,54,54,50,65,60,52,72,70,73,48,66,70,42,52,65,56,62,69,61,12,9,8,51.625,56.875,64.6,0,9.25
0,3,1801,67,67,41,64,66,60,62,80,1,2,64,54,65,67,33,60,64,64,69,65,42,41,50,64,53,85,62,76,84,72,80,60,61,65,64,67,60,66,58,12,7,14,61.875,63.25,64.2,0,5.75
0,2,1761,67,68,77,64,61,67,37,72,1,3,63,62,60,63,61,68,66,58,55,66,76,78,70,63,56,73,72,62,76,61,72,27,63,60,67,60,34,42,32,16,6,10,66,62.375,51.4,0,9
0,3,1815,67,67,73,57,63,71,60,57,1,2,69,55,28,65,54,69,54,52,63,66,77,69,83,66,92,60,61,70,47,58,67,64,63,58,53,60,62,63,64,7,16,14,62.25,64.875,63.1,0,8
0,2,1613,67,67,69,35,48,52,68,65,1,2,49,30,67,53,37,47,54,47,56,54,68,69,66,56,60,44,90,63,69,37,52,65,34,33,42,66,64,70,76,15,14,9,47.875,49.25,62.8,0,4.5
1,2,1128,67,70,68,63,67,71,45,62,1,1,18,17,16,31,18,12,19,15,19,18,45,45,55,68,50,21,69,31,73,17,19,17,12,21,23,28,19,16,13,68,63,71,0,0,0,67,6.75
0,2,1541,67,67,56,34,50,49,65,74,1,2,41,31,68,63,35,39,39,36,46,58,56,56,67,58,57,42,81,69,77,35,69,68,28,47,37,71,68,62,59,6,10,12,46.625,50.5,62.2,0,4.5
0,2,1648,67,67,68,57,67,62,23,71,1,2,62,58,58,70,45,59,57,65,59,64,66,70,65,68,65,55,70,76,71,54,64,18,72,74,62,59,15,25,17,6,11,10,64.25,64.5,45.5,0,4.75
0,2,1404,67,74,69,28,40,36,67,70,1,2,30,22,67,50,31,31,36,23,38,38,60,77,38,55,42,45,74,54,82,20,58,59,32,38,36,46,65,71,72,13,10,11,41.25,41.625,59.4,0,9.25
1,2,1050,67,67,68,66,58,68,32,65,1,1,15,14,11,32,14,15,13,11,33,32,32,32,47,64,44,33,50,27,59,12,23,15,7,26,25,28,11,13,15,68,66,68,0,0,0,67,4.5
0,3,1648,67,72,68,46,55,62,67,48,1,2,64,45,63,65,29,62,41,67,47,62,69,68,61,68,65,60,54,61,38,33,57,65,67,36,46,53,67,71,66,11,10,10,58.875,58,63.4,0,8.5
0,2,1872,67,67,71,57,67,67,62,69,1,2,63,58,62,72,57,65,67,55,67,68,74,69,74,67,70,59,76,73,67,49,69,55,62,66,61,64,64,65,65,9,10,14,64.5,66.25,65.7,0,6.25
0,3,1569,67,67,47,67,52,55,24,79,1,2,47,68,76,59,61,54,41,47,44,58,46,48,47,67,42,73,67,73,85,58,73,19,70,57,73,65,15,22,15,15,16,13,61.875,56.625,42.5,0,7.25
0,2,1708,67,74,68,61,70,68,35,59,1,3,69,60,38,71,51,67,70,62,70,71,69,67,68,62,68,61,63,70,59,66,44,42,65,70,61,61,22,46,26,11,6,11,64.75,67.25,51.3,0,11
0,2,1471,67,78,59,68,41,63,29,63,1,3,29,74,68,52,52,65,28,23,30,66,57,60,48,63,49,68,51,58,67,57,62,20,70,52,73,59,18,36,21,12,13,12,63.5,56.25,41.8,0,13
0,2,1831,67,67,56,70,65,68,62,74,1,2,71,66,56,61,63,72,61,55,77,71,55,56,47,64,60,81,55,72,81,75,64,63,55,62,56,61,62,64,64,13,13,1,65.375,66,64.8,0,3
0,2,1386,67,67,59,25,41,45,64,79,1,2,25,21,67,54,27,41,24,29,51,50,52,65,44,64,41,32,53,65,87,24,82,64,27,34,37,68,63,66,60,9,5,8,42.75,45.75,60.9,0,6
0,2,1485,67,73,72,17,43,58,68,67,1,2,52,12,64,54,17,56,48,17,39,58,73,72,67,55,70,25,75,65,67,12,67,65,43,24,22,59,70,70,70,13,13,6,45.625,48,62.9,0,9
0,3,1745,67,73,69,43,65,62,65,68,1,2,70,29,56,68,44,59,58,60,66,65,70,68,61,66,64,65,59,75,66,51,65,60,63,55,21,66,71,65,63,13,13,12,58.5,61.875,65.6,0,8.75
0,3,1809,67,67,67,63,67,69,46,64,1,3,73,62,40,67,56,72,73,67,63,64,65,68,71,62,80,61,54,64,68,69,56,45,62,64,70,70,40,54,51,15,16,9,64.375,64.875,56.1,0,6
0,3,1725,67,67,75,40,63,62,63,66,1,2,71,37,49,66,30,59,60,26,70,63,74,76,73,64,69,49,78,71,64,35,64,65,56,55,51,55,67,61,66,12,16,11,56.625,61.125,65,0,5
0,3,1601,67,76,85,58,64,71,22,52,1,3,69,61,25,65,34,74,52,55,59,64,84,85,82,52,73,61,69,72,47,54,33,16,62,67,55,42,15,30,28,13,7,14,63.5,63.875,43,0,12
1,2,916,67,80,70,70,64,69,32,60,1,1,12,5,13,29,8,14,10,11,27,13,31,32,30,58,25,19,32,20,66,7,24,7,8,40,12,33,6,12,12,70,70,69,0,0,0,67,12
0,2,1782,67,71,72,55,60,69,65,65,1,2,68,47,56,62,38,70,68,66,60,68,77,68,72,59,70,70,51,71,72,65,44,65,50,46,55,59,63,68,67,9,12,8,61.125,61.5,64.4,0,8.25
1,2,1043,67,67,69,65,68,68,25,67,1,1,13,14,12,21,23,14,13,13,22,20,22,27,55,60,32,23,68,35,66,14,13,19,17,31,23,54,13,11,12,69,65,68,0,0,0,67,3
0,2,1841,67,67,67,59,63,65,60,79,1,2,55,55,57,67,47,63,58,58,64,67,68,67,67,67,61,65,76,88,76,64,75,67,56,64,66,70,52,66,53,6,12,11,62.625,64.75,64.8,0,7.5
0,2,1821,67,67,63,60,65,64,61,67,1,2,64,58,50,67,45,60,58,59,66,67,65,62,69,68,76,67,65,73,67,62,58,64,58,67,65,67,60,63,58,13,11,11,62.25,64.75,63.9,0,7.25
0,2,1687,67,67,58,42,57,58,65,76,1,2,54,35,56,66,32,55,42,38,60,62,63,54,59,64,63,57,78,77,76,42,75,67,49,51,50,65,63,69,66,10,15,16,54.25,58,65.5,0,5.25
1,2,1077,67,67,71,68,62,72,43,58,1,1,17,16,16,27,16,20,16,18,23,21,41,44,39,58,57,16,55,23,66,13,19,19,16,31,23,22,14,11,11,71,68,72,0,0,0,67,4.5
0,2,1636,67,67,74,59,65,64,35,43,1,3,53,55,56,74,46,71,53,71,60,60,73,75,40,57,75,55,40,41,41,68,49,23,72,68,70,66,22,48,38,19,18,15,63.875,63.625,46.9,0,8.25
0,2,1681,67,67,70,67,67,67,36,54,1,2,62,67,37,67,59,68,71,72,65,69,66,73,62,59,71,75,39,62,57,67,40,49,55,70,58,50,20,48,25,8,11,10,64.125,65.25,50.1,0,7.75
0,3,1651,67,72,80,30,56,62,66,65,1,2,66,24,52,58,29,56,32,31,61,64,82,79,77,65,71,30,64,65,66,32,62,62,73,53,38,56,73,66,65,10,15,15,56.25,59.375,64.5,0,8.5
0,2,1765,67,67,75,48,59,59,64,72,1,2,65,41,66,63,45,55,45,62,51,63,75,75,59,62,67,68,84,77,71,45,65,61,52,57,36,67,62,66,64,9,15,10,58.25,59.125,64.6,0,5.75
0,2,1613,67,67,80,64,52,69,23,58,1,4,51,65,72,59,62,72,45,48,45,61,78,81,71,71,82,63,54,57,62,64,49,22,57,48,72,72,23,12,11,8,9,8,64.75,59.25,41.5,0,8.5
1,2,1008,67,70,69,63,61,74,45,63,1,1,8,9,8,16,9,9,10,10,12,12,43,46,41,63,41,22,65,33,52,9,36,24,12,46,13,33,10,10,9,69,63,74,0,0,0,67,6.75
0,3,1654,67,73,81,65,59,68,25,47,1,2,61,63,61,61,61,68,50,48,56,65,78,84,85,63,63,71,76,53,46,65,35,40,67,62,67,59,14,15,19,11,7,9,66.25,62.75,43.6,0,10
0,2,1652,67,71,66,41,57,58,65,72,1,2,56,33,67,63,49,54,54,29,59,61,62,69,62,62,60,56,74,66,77,48,64,62,23,52,34,56,65,67,66,11,15,10,51.5,55,64.1,0,8.5
0,2,1608,67,73,52,44,48,40,66,73,1,2,33,23,73,52,47,36,45,39,63,36,54,50,59,65,47,78,73,66,82,49,61,65,39,50,72,65,64,65,68,6,13,12,45.75,47.625,60.4,0,9
0,2,1687,67,67,59,56,56,50,66,80,1,3,48,49,61,67,35,42,40,40,58,57,60,58,57,63,63,81,57,80,85,58,75,65,42,50,40,63,70,69,55,15,9,9,55.25,56.125,64.9,0,5.25
0,3,1669,67,67,84,35,57,65,61,69,1,2,62,33,58,61,26,66,45,25,60,62,82,86,75,66,58,36,71,82,72,29,47,61,61,56,49,52,60,62,61,15,10,8,58,61.375,63.6,0,6
0,2,1438,67,73,60,30,42,41,66,75,1,2,26,19,68,52,24,33,40,31,49,50,57,62,41,61,42,58,70,65,83,27,70,63,28,38,32,51,66,67,64,9,8,8,42.625,44.5,60.8,0,9
0,1,1635,67,67,67,68,59,66,25,54,1,3,55,68,61,66,62,65,73,69,42,67,69,65,67,68,62,71,58,43,69,66,29,31,63,59,77,60,14,22,16,6,14,10,65.75,60.875,42.4,0,8
0,2,1842,67,71,76,52,64,69,60,72,1,2,62,47,52,70,60,66,62,58,64,69,78,74,84,65,63,54,58,84,66,58,75,60,56,58,56,62,59,64,62,10,15,15,62,64.875,65.3,0,8.5
0,2,1696,67,73,69,44,53,60,64,77,1,2,60,40,62,62,59,57,37,30,46,61,73,66,68,66,65,49,79,80,80,43,67,63,47,43,43,50,65,64,63,8,12,15,55.875,56.125,64.7,0,9
0,2,1792,67,71,56,62,71,68,59,55,1,3,71,58,50,72,60,68,73,64,68,68,51,60,70,62,66,68,60,59,59,66,39,60,67,71,55,62,59,60,58,9,15,8,64.125,66.75,61.1,0,10
0,2,1767,67,68,66,55,59,64,64,72,1,2,49,55,60,66,35,62,40,53,59,65,68,64,70,68,65,57,68,76,72,55,67,67,62,63,63,68,63,64,62,7,8,12,61.625,63.375,64.9,0,7
0,2,1670,67,67,70,56,66,69,30,54,1,4,65,51,37,63,66,68,67,68,65,69,72,69,73,68,75,65,58,40,65,49,45,26,66,72,63,73,27,36,24,13,10,14,63.75,63.875,46,0,7.25
0,2,1623,67,67,83,68,59,64,21,75,1,3,60,66,42,69,43,63,29,26,56,62,88,79,69,64,75,77,47,67,85,71,69,18,68,59,61,68,19,17,21,7,10,14,67,63.375,44.6,0,7.75
0,2,1898,67,67,75,59,67,67,63,65,1,2,74,49,59,68,56,66,70,69,63,65,75,75,71,68,76,77,77,67,64,69,63,57,55,59,52,74,70,62,65,14,7,16,63.875,64.5,65,0,5.5
0,2,1720,67,68,90,63,60,68,22,60,1,3,61,59,41,59,57,67,67,68,56,66,90,90,81,61,76,71,77,65,63,65,44,45,61,62,62,63,13,14,12,14,12,14,64.75,62.625,44.1,0,9
0,2,1510,67,70,57,27,52,49,65,71,1,2,48,24,73,68,27,39,28,24,66,60,51,62,60,58,59,35,77,66,73,22,72,65,38,29,38,56,62,65,63,14,10,15,46.25,50.75,63.1,0,8
0,2,1609,67,67,55,39,60,42,70,67,1,2,55,34,45,70,22,33,26,49,54,45,58,52,56,68,68,52,72,64,68,40,67,75,24,62,55,63,75,71,71,16,14,15,45.875,52.25,65.7,0,6.75
0,2,1634,67,77,78,61,57,74,25,61,1,3,57,60,33,55,58,74,70,40,45,70,77,79,86,59,82,60,66,66,60,68,55,28,66,68,43,65,22,23,21,10,9,6,64.75,62.75,43.7,0,12
0,2,1551,67,67,67,17,56,60,65,77,1,2,64,11,67,62,34,57,38,31,48,62,61,72,65,64,62,17,64,81,79,17,69,55,47,52,14,53,69,67,66,12,9,10,49.25,55.125,64.9,0,5.75
0,2,1545,67,70,58,37,51,50,66,76,1,2,48,30,63,61,24,43,36,24,57,54,63,54,59,57,64,54,58,73,85,36,61,60,37,43,43,60,68,69,68,9,9,9,48.375,51.375,62.8,0,8
0,2,1456,67,68,60,32,34,37,66,76,1,2,30,23,64,41,44,26,33,24,31,41,55,64,60,61,61,58,74,68,78,22,81,69,35,30,33,64,65,64,71,7,7,13,41,40,59.6,0,7.5
0,2,1678,67,75,64,43,61,64,66,64,1,3,48,42,58,71,33,60,36,32,65,68,61,66,71,56,71,43,73,80,58,45,59,66,57,66,36,50,69,65,63,14,12,7,57.5,63.125,64.6,0,9.75
0,3,1757,67,67,63,58,64,65,61,66,1,2,53,55,66,71,23,65,59,50,71,67,64,63,63,66,65,67,61,72,72,66,44,65,55,60,55,44,54,63,60,13,12,15,62.375,64.75,63.3,0,6.5
0,2,1788,67,67,72,55,62,66,47,69,1,3,59,56,50,61,43,65,63,63,53,65,73,71,74,69,71,60,72,92,62,48,56,59,68,71,62,67,43,45,42,16,8,16,63.125,64.875,57.3,0,7.5
0,2,1635,67,67,81,60,56,74,26,59,1,3,68,55,46,53,53,75,51,49,48,71,79,82,85,56,86,67,45,70,60,65,48,23,66,60,51,58,23,22,28,6,8,10,64.75,61.875,44.2,0,8
0,2,1718,67,75,63,55,63,54,64,68,1,2,57,55,46,68,43,41,58,45,67,67,66,60,63,66,68,62,53,72,70,54,61,68,45,61,45,59,65,65,63,8,13,13,56.625,60.5,64.3,0,9.75
1,2,1016,67,72,69,64,70,71,32,61,1,1,11,9,17,32,10,20,12,13,25,22,26,36,30,63,29,19,55,37,77,8,23,8,7,52,12,32,7,11,10,69,64,71,0,0,0,67,7.25
0,2,1703,67,67,77,37,61,62,63,72,1,3,68,25,52,63,32,60,43,36,57,66,76,78,64,61,64,56,75,61,75,38,75,68,59,62,42,50,59,65,70,9,15,13,57,60.125,65.4,0,6.25
0,3,1581,67,76,69,72,54,63,23,49,1,3,59,72,68,57,59,66,45,39,36,61,68,69,55,62,56,75,74,70,42,71,34,13,69,63,77,55,17,19,23,11,12,12,65.5,60,40,0,12
0,2,1713,67,67,71,56,67,66,50,52,1,3,68,58,63,70,61,65,67,58,56,71,68,73,63,61,61,53,59,59,52,52,40,51,62,70,63,64,48,51,38,7,16,14,64.125,64.875,56.4,0,7.5
0,2,1967,67,67,88,65,66,66,61,77,1,3,68,58,61,69,65,60,65,67,62,67,83,92,83,66,81,76,66,90,75,71,70,62,60,63,55,69,60,61,61,13,12,8,66.875,66.5,66.9,0,7.25
0,2,1694,67,72,76,61,59,72,42,53,1,3,59,59,56,67,62,74,60,48,49,70,77,76,77,64,70,67,63,60,57,62,32,42,61,54,55,59,40,41,38,14,10,7,65.5,63.375,52,0,10
0,2,1573,67,73,49,44,45,59,64,77,1,2,31,34,65,55,42,65,43,50,65,59,39,58,39,66,39,57,68,68,86,56,67,63,45,26,41,63,65,65,62,14,12,13,52.25,52.75,61.8,0,9
0,2,1799,67,71,61,68,61,64,54,74,1,3,48,66,74,68,63,63,51,56,65,68,62,60,58,63,53,75,63,76,78,71,65,57,69,64,59,63,41,58,53,7,13,10,66.25,65.5,60.2,0,10
0,2,1595,67,72,69,26,57,60,65,77,1,2,63,19,52,66,24,57,31,28,57,62,71,68,63,60,67,39,84,82,76,24,72,64,28,47,36,61,65,70,66,8,13,10,48.875,55.125,65.7,0,8.5
0,3,1529,67,73,74,54,65,70,20,55,1,3,70,50,33,70,52,73,50,39,62,66,73,75,73,65,71,60,41,53,68,55,26,16,62,65,56,60,18,22,17,6,10,14,63.25,64,41.8,0,10
0,2,1780,67,67,57,61,60,60,68,60,1,2,55,52,65,62,61,56,59,42,73,66,49,63,57,71,63,70,70,73,53,76,58,64,55,55,54,58,67,70,72,8,16,9,60.125,61.875,65.5,0,6
0,2,1708,67,68,48,51,61,54,60,85,1,3,40,45,64,73,35,50,58,57,54,63,42,52,49,59,40,67,78,78,87,48,92,64,48,67,68,72,52,64,59,11,11,5,55.25,59,63.4,0,7.25
